Henrik Wergeland;Wergeland, Henrik;Skabelsen, Mennesket og Messias : et Digt;1830;https://urn.nb.no/URN:NBN:no-nb_digibok_2018020548225
Henrik Wergeland;Wergeland, Henrik;Opium : skuespil i tre acter;1831;https://urn.nb.no/URN:NBN:no-nb_digibok_2017111348041
Henrik Wergeland;Wergeland, Henrik;Opium : skuespil i tre acter;1831;https://urn.nb.no/URN:NBN:no-nb_digibok_2017111348041
Henrik Wergeland;Wergeland, Henrik;Opium : skuespil i tre acter;1831;https://urn.nb.no/URN:NBN:no-nb_digibok_2017111348041
Henrik Wergeland;Wergeland, Henrik;Spaniolen : et Digt;1833;https://urn.nb.no/URN:NBN:no-nb_digibok_2008022710006
Henrik Wergeland;Wergeland, Henrik;Norges Historie. 1 : Begivenhederne indtil Foreningen med Danmark;1834;https://urn.nb.no/URN:NBN:no-nb_digibok_2017111348028
Henrik Wergeland;Wergeland, Henrik;Norges Historie. 1 : Begivenhederne indtil Foreningen med Danmark;1834;https://urn.nb.no/URN:NBN:no-nb_digibok_2017111348028
Henrik Wergeland;Wergeland, Henrik;Norges Historie. 1 : Begivenhederne indtil Foreningen med Danmark;1834;https://urn.nb.no/URN:NBN:no-nb_digibok_2017111348028
Henrik Wergeland;Wergeland, Henrik;Norges Historie. 1 : Begivenhederne indtil Foreningen med Danmark;1834;https://urn.nb.no/URN:NBN:no-nb_digibok_2017111348028
Henrik Wergeland;Wergeland, Henrik;Norges Historie. 1 : Begivenhederne indtil Foreningen med Danmark;1834;https://urn.nb.no/URN:NBN:no-nb_digibok_2017111348028
Henrik Wergeland;Wergeland, Henrik;Den indiske Cholera;1835;https://urn.nb.no/URN:NBN:no-nb_digibok_2008010810007
Henrik Wergeland;Wergeland, Henrik;Kong Carl Johans Historie : hvad Tidsrummet fra hans Valg til svensk Thronfølger betræffer;1837;https://urn.nb.no/URN:NBN:no-nb_digibok_2014030528002
Henrik Wergeland;Wergeland, Henrik;Asylet og Skolen;1839;https://urn.nb.no/URN:NBN:no-nb_digibok_2016111426007
Henrik Wergeland;Wergeland, Henrik;Spaniolen : et Digt;1840;https://urn.nb.no/URN:NBN:no-nb_digibok_2008022710003
Henrik Wergeland;Wergeland, Henrik;Spaniolen : et Digt;1840;https://urn.nb.no/URN:NBN:no-nb_digibok_2008022710003
Henrik Wergeland;Wergeland, Henrik;Spaniolen : et Digt;1840;https://urn.nb.no/URN:NBN:no-nb_digibok_2008022710003
Henrik Wergeland;Wergeland, Henrik;Læsebog for den norske Ungdom. 1;1844;https://urn.nb.no/URN:NBN:no-nb_digibok_2008022712002
Henrik Wergeland;Wergeland, Henrik;Normandens Katechisme;1845;https://urn.nb.no/URN:NBN:no-nb_digibok_2010042703053
